Campaign ID,Creative Size,Creative Messaging,Location,City,State,App/URL,Exchange,Device Make,Impressions,Clicks,Viewable Impressions,Measurable Impressions,Total Conversions,Gross Cost,CPA,CVR,CPC,CPM,CTR,Viewability,vCPM
118,300x250,Sign up Now - 10% Off,"Chicago, Illinois",Chicago,Illinois,cheapoair.com,Google Ad Manager,Smartphone,14581,85,6970,8882,4,2636.202,$659.05,4.71%,$31.01,$180.80,0.58%,47.80%,$378.22
119,300x50,10% Discount - Ends 6/1,"Chicago, Illinois",Chicago,Illinois,cheezburger.com,Google Ad Manager,Smartphone,19461,74,14647,18731,9,7311.999,$812.44,12.16%,$98.81,$375.73,0.38%,75.26%,$499.21
120,320x50,Sign up Today - 10% Off,"Chicago, Illinois",Chicago,Illinois,cheezburger.com,PubMatic,Smartphone,27032,110,21893,26127,5,5292.897,"$1,058.58",4.55%,$48.12,$195.80,0.41%,80.99%,$241.76
121,300x250,Sign up Today - 10% Off,"Jacksonville, Florida",Jacksonville,Florida,chicagotribune.com,Google Ad Manager,Smartphone,7628,19,5048,7154,5,6684.063,"$1,336.81",26.32%,$351.79,$876.25,0.25%,66.18%,"$1,324.10"
122,320x50,Subscribe Today - 10% Discount,"New York City, New York",New York City,New York,chocolatecoveredkatie.com,Google Ad Manager,Smartphone,7806,20,3150,7247,1,6162.321,"$6,162.32",5.00%,$308.12,$789.43,0.26%,40.35%,"$1,956.29"
123,300x250,10% Discount - Ends 6/1,"Miami-Ft. Lauderdale, Florida",Miami,Florida,citationmachine.net,Google Ad Manager,Windows PC,31443,70,19134,28059,9,2122.766,$235.86,12.86%,$30.33,$67.51,0.22%,60.85%,$110.94
124,320x50,Sign up Today - 10% Off,"San Francisco, California",San Francisco,California,classmates.com,Google Ad Manager,Smartphone,29107,64,4047,27357,9,3339.454,$371.05,14.06%,$52.18,$114.73,0.22%,13.90%,$825.17
125,320x50,Subscribe Today - 10% Discount,"Jacksonville, Florida",Jacksonville,Florida,classmates.com,Magnite DV+,Smartphone,12451,30,2987,11295,4,2127.324,$531.83,13.33%,$70.91,$170.86,0.24%,23.99%,$712.19
126,300x250,Subscribe Today - 10% Discount,"New York City, New York",New York City,New York,classmates.com,PulsePoint,Apple PC,12176,10,5460,11154,10,1816.031,$181.60,100.00%,$181.60,$149.15,0.08%,44.84%,$332.61
127,300x250,Sign up Today - 10% Off,"San Francisco, California",San Francisco,California,clutchpoints.com,Google Ad Manager,Smartphone,7472,10,1191,5883,1,2183.952,"$2,183.95",10.00%,$218.40,$292.28,0.13%,15.94%,"$1,833.71"
128,300x250,Sign up Now - 10% Off,"Chicago, Illinois",Chicago,Illinois,cnbc.com,Google Ad Manager,Smartphone,42451,122,29142,41093,7,1530.554,$218.65,5.74%,$12.55,$36.05,0.29%,68.65%,$52.52
129,320x50,Subscribe Today - 10% Discount,"New York City, New York",New York City,New York,cnbc.com,Index Exchange,Smartphone,10677,88,7247,10338,3,1483.453,$494.48,3.41%,$16.86,$138.94,0.82%,67.87%,$204.70
130,300x250,Sign up Today - 10% Off,"Chicago, Illinois",Chicago,Illinois,cnet.com,BidSwitch,Smartphone,8217,25,5740,8009,11,6051.335,$550.12,44.00%,$242.05,$736.44,0.30%,69.86%,"$1,054.24"
131,320x50,Sign up Today - 10% Off,"Chattanooga, Tennessee",Chattanooga,Tennessee,cnet.com,TripleLift,Smartphone,7530,20,5468,7298,3,5038.714,"$1,679.57",15.00%,$251.94,$669.15,0.27%,72.62%,$921.49
132,320x50,Subscribe Today - 10% Discount,"New York City, New York",New York City,New York,cnn.com,Google Ad Manager,Smartphone,272509,736,89526,237859,69,8168.347,$118.38,9.38%,$11.10,$29.97,0.27%,32.85%,$91.24
133,300x250,Subscribe Today - 10% Discount,"New York City, New York",New York City,New York,cnn.com,Google Ad Manager,Smartphone,106392,299,39599,94941,3,6542.612,"$2,180.87",1.00%,$21.88,$61.50,0.28%,37.22%,$165.22
134,320x50,Sign up Now - 10% Off,"Los Angeles, California",Los Angeles,California,cnn.com,PubMatic,Smartphone,9060,30,5190,8621,14,4934.852,$352.49,46.67%,$164.50,$544.69,0.33%,57.28%,$950.84
135,320x50,Sign up Now - 10% Off,"Chicago, Illinois",Chicago,Illinois,cnn.com,Index Exchange,Smartphone,116926,321,69132,111957,22,4918.041,$223.55,6.85%,$15.32,$42.06,0.27%,59.12%,$71.14
136,300x250,10% Discount - Ends 6/1,"New York City, New York",New York City,New York,cnn.com,Yahoo Exchange,Smartphone,45402,122,17284,27542,5,2163.265,$432.65,4.10%,$17.73,$47.65,0.27%,38.07%,$125.16
137,300x50,Sign up Now - 10% Off,"Chicago, Illinois",Chicago,Illinois,cnn.com,Google Ad Manager,Smartphone,84306,185,45376,79935,3,1809.591,$603.20,1.62%,$9.78,$21.46,0.22%,53.82%,$39.88
138,300x250,Subscribe Today - 10% Discount,"Los Angeles, California",Los Angeles,California,cnn.com,Google Ad Manager,Smartphone,88499,186,18950,71458,5,1803.14,$360.63,2.69%,$9.69,$20.37,0.21%,21.41%,$95.15
139,300x250,Subscribe Today - 10% Discount,"South Bend-Elkhart, Indiana",South Bend,Indiana,cnn.com,Google Ad Manager,Smartphone,77748,227,6170,53603,3,1498.301,$499.43,1.32%,$6.60,$19.27,0.29%,7.94%,$242.84
140,320x50,10% Discount - Ends 6/1,"Chicago, Illinois",Chicago,Illinois,commercialappeal.com,Google Ad Manager,Smartphone,10191,75,1243,8897,3,2365.914,$788.64,4.00%,$31.55,$232.16,0.74%,12.20%,"$1,903.39"
141,320x50,Sign up Now - 10% Off,"San Francisco, California",San Francisco,California,culinaryhill.com,Google Ad Manager,Smartphone,10093,65,3901,9645,2,3105.283,"$1,552.64",3.08%,$47.77,$307.67,0.64%,38.65%,$796.02
142,300x250,Subscribe Today - 10% Discount,"Chicago, Illinois",Chicago,Illinois,culturess.com,Google Ad Manager,Smartphone,9328,56,7102,8925,5,3408.076,$681.62,8.93%,$60.86,$365.36,0.60%,76.14%,$479.88
143,300x250,Subscribe Today - 10% Discount,"Miami-Ft. Lauderdale, Florida",Miami,Florida,dafont.com,BidSwitch,Windows PC,24464,0,3275,21993,6,2959.115,$493.19,0.00%,$0.00,$120.96,0.00%,13.39%,$903.55
144,300x250,Subscribe Today - 10% Discount,"New York City, New York",New York City,New York,dailybee.com,Google Ad Manager,Smartphone,8111,0,4346,6163,1,5000.761,"$5,000.76",0.00%,$0.00,$616.54,0.00%,53.58%,"$1,150.66"
145,320x50,10% Discount - Ends 6/1,"New York City, New York",New York City,New York,daily-choices.com,OpenX,Smartphone,25532,140,15219,21497,9,6047.174,$671.91,6.43%,$43.19,$236.85,0.55%,59.61%,$397.34
146,320x50,Sign up Now - 10% Off,"Chicago, Illinois",Chicago,Illinois,daily-choices.com,PubMatic,Smartphone,28553,90,11390,23355,13,5573.112,$428.70,14.44%,$61.92,$195.18,0.32%,39.89%,$489.30
147,320x50,Sign up Today - 10% Off,"Tallahassee, Florida-Thomasville, Georgia",Tallahassee,Florida,dailydot.com,Google Ad Manager,Smartphone,29393,70,3277,25959,19,2120.758,$111.62,27.14%,$30.30,$72.15,0.24%,11.15%,$647.16
148,320x50,Subscribe Today - 10% Discount,"Los Angeles, California",Los Angeles,California,dailyhodl.com,Xandr - Monetize SSP (AppNexus),Smartphone,39212,260,31317,37660,1,3621.418,"$3,621.42",0.38%,$13.93,$92.35,0.66%,79.87%,$115.64
149,300x50,10% Discount - Ends 6/1,"Nashville, Tennessee",Nashville,Tennessee,dailymail.co.uk/news,Google Ad Manager,Smartphone,14137,44,9300,13110,8,6345.46,$793.18,18.18%,$144.22,$448.85,0.31%,65.78%,$682.31
150,300x250,10% Discount - Ends 6/1,"Los Angeles, California",Los Angeles,California,dailymail.co.uk/news,Google Ad Manager,Smartphone,7921,50,4727,6513,11,5379.001,$489.00,22.00%,$107.58,$679.08,0.63%,59.68%,"$1,137.93"
151,320x50,10% Discount - Ends 6/1,"San Francisco, California",San Francisco,California,dailymail.co.uk/tvshowbiz,Google Ad Manager,Smartphone,11025,50,7974,10311,4,1657.16,$414.29,8.00%,$33.14,$150.31,0.45%,72.33%,$207.82
152,300x250,10% Discount - Ends 6/1,"Ft. Wayne, Indiana",Ft. Wayne,Indiana,dailymail.co.uk/tvshowbiz,PubMatic,Smartphone,14922,99,10713,13992,5,1578.876,$315.78,5.05%,$15.95,$105.81,0.66%,71.79%,$147.38
153,300x250,Sign up Now - 10% Off,"Tampa-St Petersburg (Sarasota), Florida",Tampa,Florida,dailymail.co.uk/tvshowbiz,Google Ad Manager,Smartphone,7427,0,4752,6566,1,1504.784,"$1,504.78",0.00%,$0.00,$202.61,0.00%,63.98%,$316.66
154,320x50,Subscribe Today - 10% Discount,"Miami-Ft. Lauderdale, Florida",Miami,Florida,dexerto.com,OpenX,Smartphone,14553,47,6119,12505,11,6968,$633.45,23.40%,$148.26,$478.80,0.32%,42.05%,"$1,138.75"
155,300x50,Subscribe Today - 10% Discount,"Los Angeles, California",Los Angeles,California,dictionary.com,PubMatic,Smartphone,10350,66,723,8720,14,6774.203,$483.87,21.21%,$102.64,$654.51,0.64%,6.99%,"$9,369.58"
156,300x250,Sign up Today - 10% Off,"New York City, New York",New York City,New York,dictionary.com,BidSwitch,Apple PC,18028,89,1851,14926,24,1572.242,$65.51,26.97%,$17.67,$87.21,0.49%,10.27%,$849.40
157,300x250,Sign up Today - 10% Off,"Los Angeles, California",Los Angeles,California,dinneratthezoo.com,Google Ad Manager,Smartphone,12391,40,5756,11636,4,3069.123,$767.28,10.00%,$76.73,$247.69,0.32%,46.45%,$533.20
158,320x50,Sign up Now - 10% Off,"Grand Rapids-Kalamazoo, Michigan",Grand Rapids,Michigan,dmv.org,BidSwitch,Smartphone,14917,10,3065,13109,3,1583.537,$527.85,30.00%,$158.35,$106.16,0.07%,20.55%,$516.65
159,300x50,Subscribe Today - 10% Discount,"San Francisco, California",San Francisco,California,doctoreport.com,Index Exchange,Smartphone,9560,98,3076,6252,17,6420.218,$377.66,17.35%,$65.51,$671.57,1.03%,32.18%,"$2,087.20"
160,320x50,Sign up Today - 10% Off,"Miami-Ft. Lauderdale, Florida",Miami,Florida,doodle.com,Google Ad Manager,Smartphone,12606,74,8332,11170,5,2002.538,$400.51,6.76%,$27.06,$158.86,0.59%,66.10%,$240.34
161,320x50,Subscribe Today - 10% Discount,"New York City, New York",New York City,New York,dotesports.com,Xandr - Monetize SSP (AppNexus),Smartphone,18022,30,10618,16643,15,4051.159,$270.08,50.00%,$135.04,$224.79,0.17%,58.92%,$381.54
162,320x50,Subscribe Today - 10% Discount,"Los Angeles, California",Los Angeles,California,drugs.com,Magnite DV+,Smartphone,18401,66,11051,17202,26,6571.492,$252.75,39.39%,$99.57,$357.13,0.36%,60.06%,$594.65
163,320x50,Subscribe Today - 10% Discount,"Ft. Wayne, Indiana",Ft. Wayne,Indiana,drugs.com,Google Ad Manager,Smartphone,18412,140,5668,16711,12,5244.342,$437.03,8.57%,$37.46,$284.83,0.76%,30.78%,$925.25
164,300x250,Sign up Now - 10% Off,"San Francisco, California",San Francisco,California,drugs.com,BidSwitch,Smartphone,11697,64,6761,10783,3,5218.07,"$1,739.36",4.69%,$81.53,$446.10,0.55%,57.80%,$771.79
165,320x50,Subscribe Today - 10% Discount,"San Francisco, California",San Francisco,California,drugs.com,Magnite DV+,Smartphone,12220,54,7133,11331,3,1478.392,$492.80,5.56%,$27.38,$120.98,0.44%,58.37%,$207.26
166,300x250,10% Discount - Ends 6/1,"Los Angeles, California",Los Angeles,California,drugs.com,Smart RTB+ (Smartadserver),Windows PC,49415,144,24692,45565,3,1471.176,$490.39,2.08%,$10.22,$29.77,0.29%,49.97%,$59.58
167,300x250,Subscribe Today - 10% Discount,"Chicago, Illinois",Chicago,Illinois,ebay.com,Google Ad Manager,Smartphone,1100942,2984,629973,1041225,147,7979.349,$54.28,4.93%,$2.67,$7.25,0.27%,57.22%,$12.67
168,320x50,Subscribe Today - 10% Discount,"New York City, New York",New York City,New York,ebay.com,Google Ad Manager,Smartphone,221720,499,35178,196583,69,7890.222,$114.35,13.83%,$15.81,$35.59,0.23%,15.87%,$224.29
169,300x250,Sign up Now - 10% Off,"New York City, New York",New York City,New York,ebay.com,Google Ad Manager,Smartphone,325152,854,138319,300133,55,7887.613,$143.41,6.44%,$9.24,$24.26,0.26%,42.54%,$57.02
170,320x50,Subscribe Today - 10% Discount,"Miami-Ft. Lauderdale, Florida",Miami,Florida,ebay.com,Yahoo Exchange,Smartphone,680912,2000,388915,648524,39,7814.262,$200.37,1.95%,$3.91,$11.48,0.29%,57.12%,$20.09
171,300x250,10% Discount - Ends 6/1,"Nashville, Tennessee",Nashville,Tennessee,ebay.com,Xandr - Monetize SSP (AppNexus),Smartphone,569171,1354,343050,541133,78,7129.633,$91.41,5.76%,$5.27,$12.53,0.24%,60.27%,$20.78
172,300x250,10% Discount - Ends 6/1,"Chicago, Illinois",Chicago,Illinois,ebay.com,Magnite DV+,Apple PC,27592,80,10901,24980,17,6809.356,$400.55,21.25%,$85.12,$246.79,0.29%,39.51%,$624.65
173,320x50,Sign up Now - 10% Off,"Savannah, Georgia",Savannah,Georgia,ebay.com,Yieldmo,Smartphone,83957,185,1420,69246,19,6651.515,$350.08,10.27%,$35.95,$79.23,0.22%,1.69%,"$4,684.17"
174,300x250,10% Discount - Ends 6/1,"New York City, New York",New York City,New York,ebay.com,Google Ad Manager,Smartphone,161178,492,70181,150003,11,5892.482,$535.68,2.24%,$11.98,$36.56,0.31%,43.54%,$83.96
175,320x50,Sign up Now - 10% Off,"Los Angeles, California",Los Angeles,California,ebay.com,Google Ad Manager,Smartphone,405957,874,204189,385654,16,5864.126,$366.51,1.83%,$6.71,$14.45,0.22%,50.30%,$28.72
176,300x250,Sign up Now - 10% Off,"Los Angeles, California",Los Angeles,California,ebay.com,Magnite DV+,Apple PC,161222,500,66740,149743,19,5767.797,$303.57,3.80%,$11.54,$35.78,0.31%,41.40%,$86.42
177,300x250,10% Discount - Ends 6/1,"San Francisco, California",San Francisco,California,ebay.com,Google Ad Manager,Windows PC,39163,113,16254,36526,15,5692.766,$379.52,13.27%,$50.38,$145.36,0.29%,41.50%,$350.24
178,320x50,Sign up Today - 10% Off,"San Francisco, California",San Francisco,California,ebay.com,Index Exchange,Smartphone,39794,101,17539,37664,12,5328.525,$444.04,11.88%,$52.76,$133.90,0.25%,44.07%,$303.81
179,300x250,Sign up Now - 10% Off,"Jacksonville, Florida",Jacksonville,Florida,ebay.com,Google Ad Manager,Apple PC,104538,347,49049,97093,2,5266.424,"$2,633.21",0.58%,$15.18,$50.38,0.33%,46.92%,$107.37
180,300x250,Sign up Now - 10% Off,"Chicago, Illinois",Chicago,Illinois,ebay.com,Google Ad Manager,Smartphone,262807,684,109871,236426,12,5150.469,$429.21,1.75%,$7.53,$19.60,0.26%,41.81%,$46.88
181,300x250,Sign up Now - 10% Off,"Chicago, Illinois",Chicago,Illinois,ebay.com,Index Exchange,Smartphone,56945,152,20750,50714,9,5144.474,$571.61,5.92%,$33.85,$90.34,0.27%,36.44%,$247.93
182,300x250,Sign up Today - 10% Off,"Nashville, Tennessee",Nashville,Tennessee,ebay.com,Google Ad Manager,Smartphone,23983,0,464,19802,9,4574.348,$508.26,0.00%,$0.00,$190.73,0.00%,1.93%,"$9,858.51"
183,320x50,Sign up Today - 10% Off,"Chicago, Illinois",Chicago,Illinois,ebay.com,Google Ad Manager,Smartphone,102884,299,42841,96539,6,2015.448,$335.91,2.01%,$6.74,$19.59,0.29%,41.64%,$47.04
184,300x250,Sign up Today - 10% Off,"Los Angeles, California",Los Angeles,California,ebay.com,Google Ad Manager,Windows PC,55692,184,3596,51209,9,1981.05,$220.12,4.89%,$10.77,$35.57,0.33%,6.46%,$550.90
185,300x250,Sign up Today - 10% Off,"Los Angeles, California",Los Angeles,California,ebay.com,BidSwitch,Apple PC,63460,212,26978,59516,4,1945.433,$486.36,1.89%,$9.18,$30.66,0.33%,42.51%,$72.11
186,300x250,10% Discount - Ends 6/1,"Tallahassee, Florida-Thomasville, Georgia",Tallahassee,Florida,ebay.com,Google Ad Manager,Smartphone,189462,478,53431,163634,5,1625.175,$325.04,1.05%,$3.40,$8.58,0.25%,28.20%,$30.42
187,300x250,Sign up Now - 10% Off,"West Palm Beach-Ft. Pierce, Florida",West Palm Beach,Florida,ebay.com,PubMatic,Windows PC,61442,190,17048,54166,1,1609.15,"$1,609.15",0.53%,$8.47,$26.19,0.31%,27.75%,$94.39
188,320x50,Sign up Today - 10% Off,"Chicago, Illinois",Chicago,Illinois,ebay.com,BidSwitch,Smartphone,87287,203,40039,80040,18,1579.367,$87.74,8.87%,$7.78,$18.09,0.23%,45.87%,$39.45
189,300x250,Subscribe Today - 10% Discount,"Los Angeles, California",Los Angeles,California,ebay.com,BidSwitch,Smartphone,77703,204,33478,72874,3,1566.912,$522.30,1.47%,$7.68,$20.17,0.26%,43.08%,$46.80
190,300x250,10% Discount - Ends 6/1,"Jacksonville, Florida",Jacksonville,Florida,ebay.com,BidSwitch,Windows PC,74436,175,30158,69150,21,1558.549,$74.22,12.00%,$8.91,$20.94,0.24%,40.52%,$51.68
191,300x250,10% Discount - Ends 6/1,"Nashville, Tennessee",Nashville,Tennessee,ebay.com,Yahoo Exchange,Smartphone,435848,1058,274912,415601,15,1554.44,$103.63,1.42%,$1.47,$3.57,0.24%,63.08%,$5.65
192,300x250,10% Discount - Ends 6/1,"Chicago, Illinois",Chicago,Illinois,ebay.com,BidSwitch,Smartphone,9210,80,3798,8619,2,1536.629,$768.31,2.50%,$19.21,$166.84,0.87%,41.24%,$404.59
193,320x50,Sign up Now - 10% Off,"Chicago, Illinois",Chicago,Illinois,ebay.com,Magnite DV+,Smartphone,12088,88,1124,10003,2,1500.026,$750.01,2.27%,$17.05,$124.09,0.73%,9.30%,"$1,334.54"
194,320x50,Sign up Now - 10% Off,"Chicago, Illinois",Chicago,Illinois,ebay.com,Google Ad Manager,Smartphone,126337,325,51394,117635,5,1487.088,$297.42,1.54%,$4.58,$11.77,0.26%,40.68%,$28.94
195,300x250,Sign up Today - 10% Off,"Chicago, Illinois",Chicago,Illinois,ebay.com,GumGum,Smartphone,229908,489,98259,212073,4,1464.349,$366.09,0.82%,$2.99,$6.37,0.21%,42.74%,$14.90
196,300x250,Sign up Today - 10% Off,"Los Angeles, California",Los Angeles,California,ebay.com,Index Exchange,Smartphone,144088,490,26416,137369,7,1464.064,$209.15,1.43%,$2.99,$10.16,0.34%,18.33%,$55.42
197,320x50,Subscribe Today - 10% Discount,"Grand Rapids-Kalamazoo, Michigan",Grand Rapids,Michigan,ebay.com,BidSwitch,Smartphone,37269,106,11667,33260,6,1453.075,$242.18,5.66%,$13.71,$38.99,0.28%,31.30%,$124.55
198,300x250,Sign up Today - 10% Off,"Los Angeles, California",Los Angeles,California,ebay.com,PubMatic,Smartphone,13326,98,3568,11388,2,1442.032,$721.02,2.04%,$14.71,$108.21,0.74%,26.77%,$404.16
199,300x250,Sign up Now - 10% Off,"New York City, New York",New York City,New York,editorsnation.com,Google Ad Manager,Smartphone,10942,66,4578,9155,3,1595.753,$531.92,4.55%,$24.18,$145.84,0.60%,41.84%,$348.57
200,320x50,Subscribe Today - 10% Discount,"South Bend-Elkhart, Indiana",South Bend,Indiana,eenadu.net,Google Ad Manager,Smartphone,14011,40,5060,12459,5,5632.088,"$1,126.42",12.50%,$140.80,$401.98,0.29%,36.11%,"$1,113.06"
201,300x250,10% Discount - Ends 6/1,"San Francisco, California",San Francisco,California,eonline.com,Google Ad Manager,Smartphone,13464,84,1698,11234,1,1466.285,"$1,466.29",1.19%,$17.46,$108.90,0.62%,12.61%,$863.54
202,300x250,Sign up Now - 10% Off,"Jacksonville, Florida",Jacksonville,Florida,espn.com,PubMatic,Smartphone,121991,369,43079,99312,4,3993.215,$998.30,1.08%,$10.82,$32.73,0.30%,35.31%,$92.70
203,320x50,Sign up Now - 10% Off,"Chicago, Illinois",Chicago,Illinois,espn.com,Google Ad Manager,Smartphone,95289,199,19527,82800,5,3223.536,$644.71,2.51%,$16.20,$33.83,0.21%,20.49%,$165.08
204,320x50,Subscribe Today - 10% Discount,"Chicago, Illinois",Chicago,Illinois,essentiallysports.com,Google Ad Manager,Smartphone,80408,199,13127,67027,9,1788.112,$198.68,4.52%,$8.99,$22.24,0.25%,16.33%,$136.22
205,320x50,10% Discount - Ends 6/1,"Miami-Ft. Lauderdale, Florida",Miami,Florida,essentiallysports.com,BidSwitch,Smartphone,82916,199,24951,77333,12,1584.821,$132.07,6.03%,$7.96,$19.11,0.24%,30.09%,$63.52
206,300x250,Subscribe Today - 10% Discount,"San Francisco, California",San Francisco,California,evite.com,Google Ad Manager,Windows PC,16354,40,8061,15667,4,1610.32,$402.58,10.00%,$40.26,$98.47,0.24%,49.29%,$199.77
207,320x50,Sign up Now - 10% Off,"Chicago, Illinois",Chicago,Illinois,ew.com,Xandr - Monetize SSP (AppNexus),Smartphone,9920,20,6702,9096,10,1453.114,$145.31,50.00%,$72.66,$146.48,0.20%,67.56%,$216.82
208,320x50,10% Discount - Ends 6/1,"Orlando-Daytona Beach, Florida",Orlando,Florida,factable.com,Magnite DV+,Smartphone,31243,100,16326,25991,21,1452.591,$69.17,21.00%,$14.53,$46.49,0.32%,52.25%,$88.97
209,300x250,10% Discount - Ends 6/1,"Chicago, Illinois",Chicago,Illinois,factinate.com,Magnite DV+,Apple PC,39314,100,27671,35488,8,5530.8,$691.35,8.00%,$55.31,$140.68,0.25%,70.38%,$199.88
210,320x50,10% Discount - Ends 6/1,"Los Angeles, California",Los Angeles,California,fandom.com,Xandr - Monetize SSP (AppNexus),Smartphone,15252,55,2152,3482,7,6211.2,$887.31,12.73%,$112.93,$407.24,0.36%,14.11%,"$2,886.25"
211,300x50,10% Discount - Ends 6/1,"Savannah, Georgia",Savannah,Georgia,fandom.com,Google Ad Manager,Smartphone,7394,20,3441,6663,1,1624.841,"$1,624.84",5.00%,$81.24,$219.75,0.27%,46.54%,$472.20
212,320x50,Subscribe Today - 10% Discount,"Miami-Ft. Lauderdale, Florida",Miami,Florida,fandom.com,Google Ad Manager,Smartphone,22259,120,12405,17609,14,1611.34,$115.10,11.67%,$13.43,$72.39,0.54%,55.73%,$129.89
213,300x250,Subscribe Today - 10% Discount,"Peoria-Bloomington, Illinois",Peoria,Illinois,fandom.com,OpenX,Windows PC,21143,56,3798,19588,3,1500.418,$500.14,5.36%,$26.79,$70.97,0.26%,17.96%,$395.05
214,320x50,Subscribe Today - 10% Discount,"Chicago, Illinois",Chicago,Illinois,fandomwire.com,OpenX,Smartphone,111624,590,40343,101306,21,6510.447,$310.02,3.56%,$11.03,$58.32,0.53%,36.14%,$161.38
215,300x250,10% Discount - Ends 6/1,"New York City, New York",New York City,New York,fandomwire.com,PubMatic,Windows PC,95644,240,13294,86775,9,5587.764,$620.86,3.75%,$23.28,$58.42,0.25%,13.90%,$420.32
216,300x250,10% Discount - Ends 6/1,"Chicago, Illinois",Chicago,Illinois,fandomwire.com,Google Ad Manager,Windows PC,65238,240,23741,59893,15,3132.519,$208.83,6.25%,$13.05,$48.02,0.37%,36.39%,$131.95
217,300x50,10% Discount - Ends 6/1,"Miami-Ft. Lauderdale, Florida",Miami,Florida,femanin.com,BidSwitch,Smartphone,115412,490,71564,81785,21,6861.536,$326.74,4.29%,$14.00,$59.45,0.42%,62.01%,$95.88
218,300x250,Sign up Now - 10% Off,"Chicago, Illinois",Chicago,Illinois,femanin.com,Google Ad Manager,Smartphone,11375,87,7171,8151,4,1763.784,$440.95,4.60%,$20.27,$155.06,0.76%,63.04%,$245.96
219,300x250,Sign up Now - 10% Off,"Chicago, Illinois",Chicago,Illinois,finance.yahoo.com,Google Ad Manager,Windows PC,27394,74,16144,24752,78,7264.588,$93.14,105.41%,$98.17,$265.19,0.27%,58.93%,$449.99
220,320x50,10% Discount - Ends 6/1,"Nashville, Tennessee",Nashville,Tennessee,finance.yahoo.com,Google Ad Manager,Smartphone,22690,68,10212,19934,19,7210.687,$379.51,27.94%,$106.04,$317.79,0.30%,45.01%,$706.10
221,320x50,10% Discount - Ends 6/1,"New York City, New York",New York City,New York,finance.yahoo.com,Magnite DV+,Smartphone,76049,199,34921,69138,8,6942.8,$867.85,4.02%,$34.89,$91.29,0.26%,45.92%,$198.81
222,320x50,Subscribe Today - 10% Discount,"Knoxville, Tennessee",Knoxville,Tennessee,finance.yahoo.com,OpenX,Smartphone,44505,125,18993,39522,16,6766.475,$422.90,12.80%,$54.13,$152.04,0.28%,42.68%,$356.26
223,300x250,Subscribe Today - 10% Discount,"New York City, New York",New York City,New York,finance.yahoo.com,Google Ad Manager,Smartphone,286998,815,61586,247500,13,6395.551,$491.97,1.60%,$7.85,$22.28,0.28%,21.46%,$103.85
224,300x250,Sign up Today - 10% Off,"San Francisco, California",San Francisco,California,finance.yahoo.com,Google Ad Manager,Windows PC,127090,299,30178,113438,24,5808.911,$242.04,8.03%,$19.43,$45.71,0.24%,23.75%,$192.49
225,320x50,Sign up Today - 10% Off,"Chicago, Illinois",Chicago,Illinois,finance.yahoo.com,Google Ad Manager,Smartphone,232470,504,40870,195447,36,5401.365,$150.04,7.14%,$10.72,$23.23,0.22%,17.58%,$132.16
226,320x50,10% Discount - Ends 6/1,"San Francisco, California",San Francisco,California,finance.yahoo.com,Sovrn,Smartphone,51056,120,24672,45563,4,2215.632,$553.91,3.33%,$18.46,$43.40,0.24%,48.32%,$89.80
227,320x50,10% Discount - Ends 6/1,"Jacksonville, Florida",Jacksonville,Florida,finance.yahoo.com,Google Ad Manager,Smartphone,52582,140,22065,46126,10,1631.742,$163.17,7.14%,$11.66,$31.03,0.27%,41.96%,$73.95
228,300x250,Subscribe Today - 10% Discount,"Chicago, Illinois",Chicago,Illinois,finance.yahoo.com,PubMatic,Smartphone,109567,345,57620,97903,5,1616.715,$323.34,1.45%,$4.69,$14.76,0.31%,52.59%,$28.06
229,300x250,Sign up Now - 10% Off,"Orlando-Daytona Beach, Florida",Orlando,Florida,finance.yahoo.com,Taboola,Windows PC,74426,150,39257,67151,15,1519.597,$101.31,10.00%,$10.13,$20.42,0.20%,52.75%,$38.71
230,320x50,10% Discount - Ends 6/1,"New York City, New York",New York City,New York,finance.yahoo.com,Google Ad Manager,Smartphone,22163,55,2368,8130,3,1493.779,$497.93,5.45%,$27.16,$67.40,0.25%,10.68%,$630.82
231,300x250,Sign up Now - 10% Off,"Los Angeles, California",Los Angeles,California,findagrave.com,BidSwitch,Windows PC,25021,50,11084,18079,9,4961.479,$551.28,18.00%,$99.23,$198.29,0.20%,44.30%,$447.63
232,320x50,Subscribe Today - 10% Discount,"New York City, New York",New York City,New York,findagrave.com,Magnite DV+,Smartphone,26304,75,12354,17500,11,4727.814,$429.80,14.67%,$63.04,$179.74,0.29%,46.97%,$382.69
233,300x250,Sign up Today - 10% Off,"New York City, New York",New York City,New York,findagrave.com,PubMatic,Smartphone,13100,80,6507,10895,5,3411.59,$682.32,6.25%,$42.64,$260.43,0.61%,49.67%,$524.30
234,320x50,Subscribe Today - 10% Discount,"Nashville, Tennessee",Nashville,Tennessee,finviz.com,Google Ad Manager,Smartphone,9533,66,6548,9042,16,5574.544,$348.41,24.24%,$84.46,$584.76,0.69%,68.69%,$851.34
235,300x250,Sign up Today - 10% Off,"West Palm Beach-Ft. Pierce, Florida",West Palm Beach,Florida,firstcoastnews.com,BidSwitch,Smartphone,12092,30,2042,10315,8,6245.135,$780.64,26.67%,$208.17,$516.47,0.25%,16.89%,"$3,058.34"
